User,Average ratings on beaches,Average ratings on parks,Average ratings on malls,Average ratings on beauty & spas,Average ratings on cafes,,,
1193,2.33,5,4.18,0.88,0.89,,,
1194,2.34,5,4.18,0.89,0.9,,,
1195,2.36,5,4.2,0.9,0.92,,,
1196,2.38,5,4.2,0.91,0.93,,,
1197,2.4,5,2.77,0.93,0.94,,,
1198,2.42,5,2.75,0.94,0.96,,,
1199,2.44,5,2.78,0.95,4.22,,,
1200,2.46,5,2.74,0.96,0.99,,,
1201,2.48,5,2.71,0.98,4.22,,,
1202,2.5,5,2.28,0.99,4.23,,,
1203,5,5,2.15,1,4.24,,,
1204,5,5,2.68,1.02,4.25,,,
1205,5,5,2.14,1.07,5,,,
1206,5,1.99,2.66,1.04,5,,,
1207,5,2,2.13,1.07,4.26,,,
1208,5,5,2.64,1.07,4.27,,,
1209,5,3.72,2.63,1.08,5,,,
1210,5,3.72,2.63,1.43,5,,,
1211,5,5,2.63,1.43,5,,,
1212,5,5,2.63,1.38,5,,,
1213,5,5,2.64,1.46,5,,,
1214,5,1.99,2.64,1.37,5,,,
1215,5,1.99,2.64,1.37,5,,,
1216,5,1.99,2.64,1.37,5,,,
1217,5,2.01,2.64,1.08,5,,,
1218,5,2.01,2.64,1.05,5,,,
1219,5,5,2.64,1.05,5,,,
1220,2.6,2.02,2.64,1.05,5,,,
1221,2.6,5,2.64,1.04,5,,,
1222,2.6,5,2.65,1.04,1.07,,,
1223,2.59,5,2.68,1.05,5,,,
1224,2.59,5,2.66,1.03,5,,,
1225,5,5,2.66,1,1.07,,,
1226,2.63,5,2.66,1,1.05,,,
1227,2.64,5,2.67,1,1.04,,,
1228,2.59,5,2.67,1,1.04,,,
1229,2.59,5,2.67,1.01,1.04,,,
1230,2.59,5,2.17,1.01,1.03,,,
1231,2.59,2.61,2.2,1,1.03,,,
1232,2.59,2.61,2.26,1,1.03,,,
1233,2.59,2.61,4.28,1,1.13,,,
1234,2.59,2.61,2.59,0.99,1.05,,,
1235,2.59,5,3.74,0.88,1,,,
1236,2.6,2.62,3.75,0.88,1,,,
1237,2.61,2.65,3.74,0.87,1,,,
1238,2.61,2.61,3.74,0.87,0.99,,,
1239,2.61,2.61,2.74,0.87,0.98,,,
1240,5,2.61,2.76,0.88,1,,,
1241,3.65,2.61,5,0.88,0.88,,,
1242,2.63,2.61,2.73,0.93,0.98,,,
1243,2.62,2.61,2.72,0.93,0.87,,,
1244,2.62,2.61,2.68,0.93,0.87,,,
1245,2.63,2.61,2.67,0.94,0.89,,,
1246,2.63,2.62,2.72,0.94,0.99,,,
1247,2.64,2.62,2.68,0.95,0.99,,,
1248,2.65,2.62,2.68,0.95,0.91,,,
1249,3.69,2.63,3.71,0.96,0.9,,,
1250,2.66,2.64,2.1,0.97,0.91,,,
1251,2.75,2.64,3.7,0.93,0.93,,,
1252,2.67,2.65,2.25,0.93,0.94,,,
1253,2.67,2.66,2.62,0.95,0.95,,,
1254,2.79,2.66,2.61,0.95,0.96,,,
1255,2.68,2.67,2.01,0.97,0.98,,,
1256,2.69,2.68,2.58,0.98,0.99,,,
1257,2.69,2.68,1.86,0.99,1,,,
1258,2.7,2.69,1.84,1,1.02,,,
1259,2.71,2.69,1.97,1.1,1.03,,,
1260,2.71,2.7,1.92,1.11,1.11,,,
1261,2.72,2.71,1.82,0.55,1.12,,,
1262,2.72,2.71,1.7,0.55,1.13,,,
1263,2.73,2.72,2.48,0.56,1.14,,,
1264,2.74,2.73,1.79,0.57,1.15,,,
1265,2.74,2.73,1.81,0.58,0.6,,,
1266,2.75,2.74,2.43,0.59,0.61,,,
1267,2.76,2.75,2.41,0.6,0.62,,,
1268,2.77,2.76,3.5,0.62,0.63,,,
1269,2.78,2.76,3.48,0.63,0.65,,,
1270,2.78,2.77,3.47,0.64,0.65,,,
1271,2.79,2.78,2.33,0.66,0.67,,,
1272,2.8,2.78,2.32,0.67,0.68,,,
1273,2.81,2.79,2.29,0.68,0.69,,,
1274,2.81,2.8,2.27,0.7,0.7,,,
1275,2.82,2.81,2.26,0.71,0.71,,,
1276,2.83,2.81,2.24,0.72,0.77,,,
1277,2.84,2.82,2.22,0.74,0.75,,,
1278,4.05,2.83,2.2,0.75,0.76,,,
1279,4.05,2.84,2.18,0.76,0.78,,,
1280,4.06,2.85,2.17,0.78,0.79,,,
1281,4.07,2.86,2.15,0.79,0.83,,,
1282,4.08,5,3.31,0.8,0.81,,,
1283,4.09,5,3.3,0.82,0.83,,,
1284,4.1,5,3.28,0.83,0.85,,,
1285,4.1,5,3.27,0.84,0.88,,,
1286,4.11,5,3.25,0.85,0.9,,,
1287,4.12,5,3.26,0.87,0.88,,,
1288,4.13,5,3.25,0.88,0.89,,,
1289,5,2.67,3.21,0.89,0.91,,,
1290,4.14,2.41,3.2,0.91,0.92,,,
1291,4.15,2.9,3.18,0.92,0.93,,,
1292,4.16,2.91,1.94,0.93,0.94,,,
1293,4.17,2.91,1.92,0.95,0.95,,,
1294,4.18,2.47,1.9,0.96,0.96,,,
1295,4.19,2.51,1.88,0.97,0.98,,,
1296,5,5,1.87,0.99,0.99,,,
1297,5,5,1.85,1,1,,,
1298,4.22,5,1.84,1.01,1.01,,,
1299,4.21,5,1.84,1.01,1.01,,,
1300,4.21,5,1.84,1.02,1.01,,,
1301,4.22,2.76,1.84,1.02,1.01,,,
1302,4.22,2.76,1.85,1.02,1.01,,,
1303,4.22,2.76,1.84,1.02,1.01,,,
1304,4.21,5,1.84,1.02,1.01,,,
1305,4.21,5,1.84,1.02,1.01,,,
1306,5,5,1.84,1.02,1.01,,,
1307,5,5,1.84,1.04,1.01,,,
1308,4.21,5,1.84,1.03,1.01,,,
1309,4.21,5,1.84,1.04,1.01,,,
1310,2.82,5,1.84,1.02,1.01,,,
1311,4.21,5,1.84,1.04,1.01,,,
1312,4.21,5,1.84,1.03,1.01,,,
1313,4.22,5,1.84,1.03,1.01,,,
1314,4.22,5,1.83,1.03,1.01,,,
1315,4.22,5,1.83,1.03,1.02,,,
1316,4.22,5,1.82,1.04,1.02,,,
1317,4.22,5,1.82,1.04,1.03,,,
1318,4.23,5,1.82,1.05,1.03,,,
1319,4.23,5,3.08,1.05,1.04,,,
1320,4.23,5,3.08,1.05,1.04,,,
1321,4.23,5,3.07,1.05,1.04,,,
1322,4.23,5,3.07,1.05,1.04,,,
1323,4.23,5,3.07,0.51,1.04,,,
1324,4.23,5,3.08,0.51,1.04,,,
1325,4.23,5,3.08,0.5,1.04,,,
1326,4.23,5,3.08,0.5,1.04,,,
1327,4.23,5,3.08,1.05,1.04,,,
1328,4.23,5,5,1.05,1.04,,,
1329,4.23,5,5,0,1.04,,,
1330,4.23,4.24,5,0,1.03,,,
1331,4.23,4.24,5,0,1.04,,,
1332,4.23,4.24,2.07,0,1.04,,,
1333,4.24,4.23,5,0,1.04,,,
1334,3.27,4.23,5,0,1.04,,,
1335,3.27,4.23,5,0,1.04,,,
1336,3.27,4.23,2.07,0,1.04,,,
1337,3.27,4.23,2.09,0,5,,,
1338,3.27,5,1.83,0,1.8,,,
1339,3.28,5,1.84,0,1.05,,,
1340,3.28,5,5,0,1.04,,,
1341,3.28,5,5,0,5,,,
1342,3.28,5,5,0,1.05,,,
1343,3.28,5,5,0,1.8,,,
1344,3.28,5,5,0,1.8,,,
1345,3.28,5,5,0,1.05,,,
1346,3.28,5,5,0,1.04,,,
1347,3.28,5,1.84,0,1.05,,,
1348,3.28,5,1.83,0,5,1.04,,
1349,3.28,4.24,1.83,0,1.05,,,
1350,3.29,4.24,1.83,0,1.05,,,
1351,3.29,4.23,1.83,0,1.05,,,
1352,5,4.23,2.01,0.57,1.06,,,
1353,3.3,4.23,1.94,0.57,1.06,,,
1354,3.31,4.24,2,0.58,1.07,,,
1355,3.32,4.24,1.96,0.58,1.08,,,
1356,5,4.25,1.93,0.59,1.1,,,
1357,5,4.26,1.93,0.61,1.85,,,
1358,5,4.26,1.92,4.26,1.86,,,
1359,5,4.27,1.96,0,1.86,,,
1360,5,4.28,1.94,0,0,,,
1361,5,4.28,1.92,0,0,,,
1362,5,4.3,1.91,0,0,,,
1363,5,4.29,1.9,0,0,,,
1364,5,4.32,1.72,0,0,,,
1365,5,5,1.71,0,0,,,
1366,3.4,4.31,1.7,0,0,,,
1367,5,5,1.89,0,0,,,
1368,5,4.32,1.89,0,0,,,
1369,5,4.33,1.88,0,0,,,
1370,5,4.33,1.88,0,0,,,
1371,5,4.34,1.87,0,0,,,
1372,5,5,1.87,0,0,,,
1373,5,5,1.87,0,0,,,
1374,5,4.36,1.86,0,0,,,
1375,5,5,1.86,0,0,,,
1376,5,4.37,1.86,0,5,,,
1377,5,5,1.86,0,5,,,
1378,5,4.37,1.85,0,5,,,
1379,5,4.38,1.85,0,5,,,
1380,5,4.39,1.84,0,4.38,,,
1381,5,4.4,1.84,0,4.38,,,
1382,5,5,1.84,0,2.16,,,
1383,5,5,1.83,0,4.4,,,
1384,5,5,1.83,0,4.4,,,
1385,3.53,3.49,1.83,0,4.4,,,
1386,5,5,1.82,0,4.41,,,
1387,5,5,1.82,0,4.41,,,
1388,5,5,1.82,0,4.42,,,
1389,5,5,1.81,0,4.42,,,
1390,5,3.51,1.81,0,4.43,,,
1391,5,5,1.81,0,4.44,,,
1392,5,3.52,1.8,0,4.45,,,
1393,5,5,1.8,0,4.45,,,
1394,5,5,1.8,0,4.46,,,
1395,5,5,1.79,0,4.47,,,
1396,5,3.54,1.79,0,5,,,
1397,5,5,1.79,0.5,5,,,
1398,5,5,1.79,0.51,5,,,
1399,1.58,5,1.78,0.51,5,,,
1400,1.59,5,1.78,0.51,5,,,
1401,1.59,5,1.77,0.55,5,,,
1402,1.61,5,1.77,0.53,0.56,,,
1403,1.62,5,1.77,0.53,0.55,,,
1404,1.63,5,1.76,0.53,0.55,,,
1405,1.64,5,1.75,0.54,0.56,,,
1406,1.66,5,1.75,0.54,0.56,,,
1407,1.67,5,1.75,0.55,0.57,,,
1408,1.69,5,1.73,0.56,0.57,,,
1409,1.71,5,1.73,0.57,0.58,,,
1410,1.72,5,1.72,0.58,0.59,,,
1411,1.75,5,1.71,0.59,0.6,,,
1412,1.76,1.81,1.69,0.6,0.61,,,
1413,2.95,5,1.67,0.61,0.62,,,
1414,5,5,1.66,0.62,0.63,,,
1415,5,5,1.65,0.63,0.64,,,
1416,5,5,1.63,0.64,0.66,,,
1417,5,5,1.63,0.65,0.66,,,
1418,5,5,1.61,0.66,0.68,,,
1419,5,5,1.57,0.67,0.69,,,
1420,1.92,5,1.56,0.69,0.7,,,
1421,1.95,5,1.55,0.7,0.7,,,
1422,5,5,1.53,0.71,0.72,,,
1423,5,5,1.51,0.72,0.73,,,
1424,5,5,1.49,0.73,0.74,,,
1425,5,5,1.48,0.74,0.75,,,
1426,2.04,5,1.47,0.75,0.77,,,
1427,5,5,1.46,0.76,0.77,,,
1428,5,5,1.45,0.77,0.78,,,
1429,5,5,1.45,0.77,0.78,,,
1430,5,5,1.45,0.77,0.78,,,
1431,5,5,1.45,0.77,0.78,,,
1432,5,5,1.45,0.77,0.78,,,
1433,5,5,1.45,0.77,0.78,,,
1434,5,5,1.45,0.77,0.78,,,
1435,5,5,1.46,0.77,0.78,,,
1436,5,5,1.46,0.77,0.78,,,
1437,5,5,1.46,0.77,0.78,,,
1438,5,5,1.46,0.77,0.78,,,
1439,5,5,1.46,0.77,0.78,,,
1440,5,5,1.46,0.77,0.78,,,
1441,2.9,5,1.46,0.77,0.78,,,
1442,2.9,5,1.46,0.77,0.77,,,
1443,2.91,5,1.54,0.77,0.77,,,
1444,2.9,5,1.56,0.77,0.77,,,
1445,2.9,5,5,0.77,0.77,,,
1446,2.9,5,1.47,0.77,0.77,,,
1447,2.9,2.09,1.47,0.77,0.77,,,
1448,2.9,5,1.47,0.77,0.77,,,
1449,2.91,5,1.47,0.78,0.77,,,
1450,2.91,5,1.47,0.77,0.76,,,
1451,2.91,5,1.48,0.77,0.76,,,
1452,2.91,5,1.48,0.77,0.76,,,
1453,2.92,5,1.49,0.77,0.76,,,
1454,2.76,5,5,0.77,0.76,,,
1455,2.75,5,5,0.77,0.76,,,
1456,2.71,5,5,0.77,0.76,,,
1457,2.72,5,5,0.77,0.76,,,
1458,2.73,5,3,0.78,0.76,,,
1459,2.74,2.93,5,0.8,0.76,,,
1460,2.72,2.93,3.03,0.77,0.85,,,
1461,2.73,2.93,5,0.77,0.76,,,
1462,2.75,2.93,1.52,0.77,0.76,,,
1463,2.75,3.22,1.53,0.77,0.76,,,
1464,2.06,3.22,1.57,0.78,0.76,,,
1465,2.76,3.22,1.52,0.78,0.76,,,
1466,2.76,2.94,1.52,0.78,0.77,,,
1467,2.76,2.94,1.5,0.79,0.78,,,
1468,2.78,2.94,1.49,0.8,0.79,,,
1469,2.79,2.95,1.48,0.82,0.8,,,
1470,2.82,2.95,1.47,0.83,0.81,,,
1471,2.83,2.96,1.45,0.85,0.83,,,
1472,2.81,2.96,1.44,0.86,0.84,,,
1473,2.82,2.97,1.42,0.87,0.86,,,
1474,2.15,2.98,1.41,0.89,0.88,,,
1475,2.16,2.99,5,0.91,0.9,,,
1476,2.17,2.99,5,0.93,0.91,,,
1477,2.19,2.99,5,0.95,0.93,,,
1478,2.2,3,3.95,0.97,0.95,,,
1479,2.22,3,3.95,0.99,0.97,,,
1480,2.23,3.01,5,1,0.99,,,
1481,2.25,3.02,5,1.02,1.01,,,
1482,2.27,3.03,5,1.04,1.03,,,
1483,2.28,3.03,5,1.06,1.04,,,
1484,2.3,3.04,5,1.08,1.06,,,
1485,2.31,3.05,5,1.1,1.08,,,
1486,2.33,3.06,5,1.12,1.1,,,
1487,2.34,3.08,5,1.13,1.12,,,
1488,2.36,3.08,1.15,1.15,1.14,,,
1489,2.37,3.03,1.13,1.17,1.16,,,
1490,2.39,3.04,1.11,1.19,1.18,,,
1491,2.4,3.05,1.09,1.21,1.2,,,
1492,3.04,3.12,1.07,1.23,1.21,,,
1493,2.43,3.12,5,1.25,1.23,,,
1494,2.45,3.1,1.04,1.27,1.25,,,
1495,2.47,3.13,5,1.28,1.27,,,
1496,2.48,3.14,5,1.3,1.29,,,
1497,2.5,3.13,0.98,1.32,1.3,,,
1498,2.54,3.14,5,1.34,1.32,,,
1499,3.13,3.16,5,1.36,1.34,,,
1500,2.54,3.16,0.93,1.37,1.36,,,
1501,2.55,3.17,0.91,1.39,1.37,,,
1502,1.48,3.18,5,1.39,1.38,,,
1503,2.54,3.17,5,1.39,1.37,,,
1504,2.54,3.18,5,1.39,1.37,,,
1505,2.54,3.18,5,1.39,1.37,,,
1506,2.54,3.18,5,1.4,1.38,,,
1507,2.54,3.18,5,1.4,1.38,,,
1508,2.54,3.18,5,1.4,1.38,,,
1509,2.55,3.2,5,1.4,1.48,,,
1510,2.55,3.17,5,1.54,1.39,,,
1511,2.55,3.17,5,1.54,1.48,,,
1512,2.55,3.17,5,1.54,1.48,,,
1513,2.55,2.56,5,1.55,1.48,,,
1514,2.55,3.17,5,1.55,1.47,,,
1515,2.55,2.57,5,0.84,1.47,,,
1516,2.54,3.17,5,0.84,1.47,,,
1517,2.54,3.17,5,0.84,1.48,,,
1518,2.55,3.18,5,0.83,1.47,,,
1519,2.55,3.18,5,0.59,1.47,,,
1520,2.55,3.17,5,0.58,1.47,,,
1521,2.55,3.17,5,0.57,1.42,,,
1522,2.55,3.17,3.63,0.57,1.42,,,
1523,2.55,2.57,3.25,0.57,1.42,,,
1524,1.44,2.57,3.22,0.56,0.61,,,
1525,1.43,2.56,5,0.55,0.6,,,
1526,1.43,2.56,3.22,0.55,1.53,,,
1527,1.42,2.56,3.22,1.42,1.57,,,
1528,1.42,2.56,3.22,1.42,0.82,,,
1529,1.41,2.56,3.22,1.44,0.81,,,
1530,1.41,2.56,5,1.57,0.81,,,
1531,1.4,2.57,5,1.55,0.81,,,
1532,2.1,2.57,5,0.52,0.81,,,
1533,5,1.44,3.22,0.52,0.54,,,
1534,5,1.44,3.22,0.51,0.53,,,
1535,5,2.58,3.22,0,1.43,,,
1536,5,1.43,3.22,0,5,,,
1537,1.39,1.42,3.22,0,5,,,
1538,1.39,1.41,3.22,0,1.45,,,
1539,1.38,1.42,3.21,0,1.57,,,
1540,1.58,1.41,3.23,0,1.46,,,
1541,1.57,1.42,3.21,0,3.24,,,
1542,1.56,1.45,2.62,0,3.24,,,
1543,1.41,2.61,3.22,0,0,,,
1544,1.38,5,2.61,0,0,,,
1545,1.37,5,2.61,0,0,,,
1546,1.37,1.43,2.61,0,0,,,
1547,1.37,1.39,2.61,0,0,,,
1548,1.37,1.4,3.22,0,0,,,
1549,1.37,1.39,3.22,0,0,,,
1550,1.37,1.57,2.62,0,0,,,
1551,1.37,1.56,2.61,0,0,,,
1552,1.37,1.42,2.61,0,0,,,
1553,1.37,1.39,2.61,0,0,,,
1554,1.37,1.39,2.62,0,0,,,
1555,1.37,1.39,2.61,0,0,,,
1556,1.38,1.39,2.62,0,0,,,
1557,1.38,1.39,2.62,0,0,,,
1558,1.38,1.39,2.61,0,0,,,
1559,1.38,1.39,2.61,0,0,,,
1560,1.38,1.39,2.61,0,0,,,
1561,1.38,1.39,2.61,0,0,,,
1562,1.38,1.4,2.61,0,0,,,
1563,1.39,1.4,2.61,0,0,,,
1564,1.39,1.41,2.61,0,0,,,
1565,1.4,1.41,2.6,0,0,,,
1566,1.41,1.42,2.6,0,0,,,
1567,1.42,1.43,2.59,0.51,0.5,,,
1568,1.43,1.44,2.59,0.52,0.51,,,
1569,1.44,1.45,2.58,0.53,0.52,,,
1570,1.45,1.46,2.58,0.54,0.53,,,
1571,1.46,1.47,2.57,0.55,0.54,,,
1572,1.46,1.47,2.57,0.55,0.55,,,
1573,1.46,1.47,2.57,0.55,0.54,,,
1574,1.46,1.47,2.58,0.55,0.54,,,
1575,1.46,1.47,2.58,0.55,0.54,,,
1576,1.46,1.5,2.58,0.55,0.54,,,
1577,1.46,1.48,2.58,0.55,0.54,,,
1578,1.46,1.48,2.58,0.55,0.54,,,
1579,1.46,1.48,1.56,0.55,0.54,,,
1580,1.47,1.48,1.56,0.55,0.54,,,
1581,1.47,1.48,1.56,0.55,0.54,,,
1582,1.47,1.47,1.55,0.56,0.54,,,
1583,1.47,1.47,1.55,0.59,0.54,,,
1584,1.48,1.47,1.54,0.59,0.55,,,
1585,1.48,1.47,1.54,0.56,0.55,,,
1586,1.48,1.48,1.53,0.56,0.59,,,
1587,1.48,1.48,1.54,0.56,0.59,,,
1588,1.48,1.48,1.54,0.57,0.56,,,
1589,1.49,1.48,1.54,0.61,0.57,,,
1590,1.49,1.49,1.55,0.62,0.58,,,
1591,1.5,1.5,1.56,0.6,0.62,,,
1592,1.51,1.51,1.56,0.61,0.64,,,
1593,1.52,1.51,1.57,0.63,0.66,,,
1594,1.53,1.52,1.58,0.64,0.7,,,
1595,1.53,1.53,1.58,0.66,0.72,,,
1596,1.55,1.54,1.59,0.68,0.7,,,
1597,1.56,1.55,1.6,0.7,0.71,,,
1598,1.56,1.56,1.61,0.72,0.72,,,
1599,1.58,1.57,1.62,0.74,0.73,,,
1600,1.58,1.58,1.63,0.75,0.75,,,
1601,1.61,1.58,1.64,0.77,0.76,,,
1602,1.62,1.59,1.65,0.79,0.79,,,
1603,1.63,1.6,1.66,0.81,0.8,,,
1604,1.64,1.61,1.66,0.83,0.82,,,
1605,1.65,1.62,1.67,0.86,0.83,,,
1606,1.67,1.63,1.68,0.86,0.86,,,
1607,1.65,1.64,2.98,0.88,0.87,,,
1608,1.66,1.65,2.96,1.2,0.88,,,
1609,1.66,1.65,2.95,5,0.9,,,
1610,1.68,1.66,1.72,0.94,0.92,,,
1611,1.68,1.67,1.73,0.94,0.92,,,
1612,1.68,1.67,1.73,0.95,0.93,,,
1613,1.68,1.67,1.73,0.95,0.93,,,
1614,1.68,1.67,1.73,0.95,0.93,,,
1615,1.68,1.67,1.73,0.95,0.93,,,
1616,1.68,1.67,1.73,0.95,0.94,,,
1617,1.68,1.67,1.73,0.95,0.94,,,
1618,1.68,1.67,1.73,0.95,0.94,,,
1619,1.68,1.68,1.73,0.95,0.94,,,
1620,1.68,1.68,1.74,0.96,0.95,,,
1621,1.69,1.68,1.74,0.97,0.95,,,
1622,1.69,1.69,1.74,0.98,0.97,,,
1623,1.71,1.7,2.91,0.99,1.62,,,
1624,1.72,1.7,1.76,1.01,1,,,
1625,1.74,1.71,1.76,1.02,1,,,
1626,2.1,1.71,1.76,1.04,1.02,,,
1627,1.76,1.72,1.77,1.05,1.04,,,
1628,1.76,1.73,1.78,1.07,1.67,,,
1629,1.77,1.74,1.79,1.09,1.68,,,
1630,1.78,1.74,1.8,1.25,1.69,,,
1631,1.79,1.75,1.8,1.26,1.12,,,
1632,1.77,1.76,1.81,1.27,1.13,,,
1633,1.78,1.77,1.82,1.29,1.72,,,
1634,1.79,1.78,1.83,1.3,1.17,,,
1635,1.8,1.79,1.84,1.2,1.74,,,
1636,1.81,1.8,1.85,1.22,1.76,,,
1637,1.82,1.81,1.86,1.24,1.45,,,
1638,1.83,1.82,1.87,1.27,1.44,,,
1639,1.85,1.83,1.88,1.3,1.27,,,
1640,1.85,1.83,1.89,1.32,1.28,,,
1641,1.87,1.84,1.9,1.32,1.3,,,
1642,1.88,1.85,1.91,1.33,1.32,,,
1643,1.89,1.86,1.91,1.35,1.34,,,
1644,1.91,1.87,1.92,1.36,1.35,,,
1645,1.91,1.87,1.93,1.38,1.37,,,
1646,1.91,1.88,1.94,1.4,1.38,,,
1647,1.92,1.89,1.94,1.41,1.4,,,
1648,1.92,1.89,1.95,1.41,1.41,,,
1649,1.93,1.9,1.95,1.42,1.41,,,
1650,1.93,1.9,1.96,1.43,1.42,,,
1651,1.95,1.91,1.96,1.44,1.42,,,
1652,1.96,1.91,1.96,1.45,1.43,,,
1653,1.93,1.92,1.97,1.45,1.44,,,
1654,1.93,1.92,1.97,1.46,1.45,,,
1655,1.93,1.92,1.97,1.47,1.46,,,
1656,1.94,1.93,1.98,1.48,1.46,,,
1657,1.94,1.93,1.99,1.49,1.47,,,
1658,1.95,1.94,2.12,1.49,1.48,,,
1659,1.95,1.94,2.12,1.5,1.49,,,
1660,1.95,1.94,2,1.51,1.49,,,
1661,1.96,1.95,1.99,1.52,1.5,,,
1662,1.96,1.95,2.12,1.53,1.51,,,
1663,1.97,1.96,2.13,0.68,1.52,,,
1664,1.98,1.96,2.61,0.68,1.53,,,
1665,1.98,1.97,2.61,0.63,1.54,,,
1666,1.99,1.97,5,0.6,1.55,,,
1667,2.61,1.98,5,0.6,1.61,,,
1668,2.61,2.05,5,0.57,1.63,,,
1669,2.62,2.04,5,0.56,1.59,,,
1670,2.62,1.99,2.03,0.57,1.61,,,
1671,2.63,1.99,2.03,0.58,1.61,,,
1672,2.03,1.99,2.01,0.53,1.62,,,
1673,2.03,2,2.01,0.53,1.63,,,
1674,2.03,2,2.04,0.53,0.72,,,
1675,2.03,2,2.32,0.53,0.72,,,
1676,2.03,2,2.33,0,0.73,,,
1677,1.74,2.01,2.32,0.52,0.73,,,
1678,1.75,2.01,2.04,0,0.74,,,
1679,1.75,2.01,2.03,0,0.66,,,
1680,1.77,2.01,2.03,0,0.71,,,
1681,1.78,2.01,2.04,0,0.73,,,
1682,1.79,2.01,2.29,0.51,0.74,,,
1683,1.81,2.01,2.29,0,0.72,,,
1684,1.83,2.01,5,0,0.73,,,
1685,2.04,2.01,2.03,0,0.75,,,
1686,2.04,2.02,2.03,0,0.76,,,
1687,2.04,2.02,2.03,0.51,0.77,,,
1688,2.8,2.02,2.04,0.56,0.79,,,
1689,2.81,2.02,2.05,0.56,0.81,,,
1690,5,2.05,2.07,0.57,0.82,,,
1691,5,2.02,1.95,0.58,0.85,,,
1692,2.07,2.02,1.95,0.59,0.95,,,
1693,2.03,2.02,1.94,0.6,0.96,,,
1694,2.03,2.02,1.88,0.62,1.9,,,
1695,2,2.02,1.86,0.63,1.91,,,
1696,2.02,2.02,1.83,0.69,1.92,,,
1697,2.03,2.02,1.82,0.7,1.93,,,
1698,2.03,2.02,1.8,0.73,1.41,,,
1699,2.06,2.02,1.78,0.8,1.96,,,
1700,2.03,2.03,1.77,1.05,1.97,,,
1701,2.03,2.03,2.11,1.06,1.98,,,
1702,2.04,2.04,2.11,2,1.99,,,
1703,2.04,2.05,2.03,2.01,2,,,
1704,2.04,2.07,2,1.47,2.01,,,
1705,2.05,2.06,1.69,1.48,2.02,,,
1706,2.05,2.06,1.68,1.49,2.03,,,
1707,2.06,2.08,1.66,1.5,2.04,,,
1708,2.07,2.08,1.82,2.06,2.05,,,
1709,2.08,2.09,1.67,2.07,2.07,,,
1710,2.09,2.11,1.62,2.08,2.08,,,
1711,2.1,5,1.6,2.09,2.1,,,
1712,2.12,5,1.59,2.1,2.11,,,
1713,2.13,2.45,1.57,2.12,2.13,,,
1714,5,2.45,1.56,2.13,2.15,,,
1715,2.17,1.97,1.54,2.14,2.16,,,
1716,2.18,1.89,1.53,2.16,2.17,,,
1717,2.19,1.89,1.52,2.17,2.18,,,
1718,2.21,1.89,1.51,2.18,2.19,,,
1719,2.22,1.88,1.55,2.19,2.2,,,
1720,2.24,1.88,1.51,2.2,2.22,,,
1721,2.27,1.89,1.48,2.21,2.23,,,
1722,2.28,1.91,1.46,2.22,2.24,,,
1723,2.18,2.32,1.45,2.23,2.25,,,
1724,1.99,1.78,1.44,2.24,2.26,,,
1725,2.17,2.28,1.43,2.25,2.27,,,
1726,2.02,1.78,1.42,2.27,4.66,,,
1727,2.01,1.78,1.42,2.28,4.67,,,
1728,1.93,1.77,1.41,2.3,4.17,,,
1729,1.94,2.11,1.4,2.29,4.17,,,
1730,1.94,2.11,1.39,2.29,4.69,,,
1731,1.95,2.31,1.39,2.3,4.69,,,
1732,1.96,1.77,1.38,2.31,4.7,,,
1733,1.97,1.77,1.38,2.32,4.71,,,
1734,2.33,1.77,1.37,2.33,4.72,,,
1735,2.33,1.77,1.37,2.34,4.73,,,
1736,1.79,1.77,1.36,2.35,4.73,,,
1737,1.79,1.78,1.36,2.35,4.73,,,
1738,1.42,1.78,1.36,2.36,3.49,,,
1739,1.41,1.79,1.36,4.29,3.5,,,
1740,1.4,1.8,1.36,4.3,3.52,,,
1741,1.4,1.81,1.37,4.31,3.54,,,
1742,1.39,1.37,1.42,4.33,3.56,,,
1743,1.38,1.36,1.34,4.8,3.58,,,
1744,1.38,1.84,1.33,4.8,3.58,,,
1745,1.38,1.35,1.33,4.38,3.6,,,
1746,1.38,1.35,1.33,4.4,3.62,,,
1747,1.37,1.88,1.32,4.41,3.63,,,
1748,1.37,1.35,1.33,4.42,3.64,,,
1749,1.38,1.88,1.34,4.41,3.64,,,
1750,1.38,1.88,1.33,4.41,3.68,,,
1751,1.38,1.88,1.33,4.4,3.64,,,
1752,1.39,1.88,1.33,4.4,3.7,,,
1753,1.88,1.88,1.33,4.41,3.64,,,
1754,1.88,1.88,1.33,4.41,3.7,,,
1755,1.88,1.88,1.33,4.41,3.7,,,
1756,1.88,1.87,1.33,4.41,3.69,,,
1757,1.89,1.75,1.32,4.41,5,,,
1758,2.26,1.88,1.33,4.41,5,,,
1759,2.26,1.87,1.33,4.41,5,,,
1760,2.26,1.87,1.33,5,4.85,,,
1761,2.49,1.87,1.33,5,5,,,
1762,2.49,1.87,1.33,5,4.84,,,
1763,2.49,1.88,1.33,5,4.84,,,
1764,2.49,1.88,1.32,5,4.84,,,
1765,1.9,1.88,1.33,0.81,4.84,,,
1766,1.89,1.88,1.33,0.8,4.84,,,
1767,1.89,1.88,1.33,0.8,4.85,,,
1768,1.89,1.88,1.33,0.79,4.85,,,
1769,1.9,1.88,1.33,0.79,4.85,,,
